[
 [(34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(215,152,11), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (215,152,11), (215,152,11), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (127,127,127), (34,177,76), (127,127,127), (34,177,76), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (127,127,127), (34,177,76), (127,127,127), (34,177,76), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (34,177,76), (34,177,76), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (0,0,0), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (255,127,39), (255,127,39), (255,0,0), (255,0,0), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (0,0,0), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (34,177,76), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (127,127,127), (127,127,127), (127,127,127), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (255,0,0), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (127,127,127), (34,177,76), (127,127,127), (34,177,76), (127,127,127), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (255,0,0), (255,0,0), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,127,39), (255,127,39), (127,127,127), (0,0,0), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (0,0,0), (127,127,127), (127,127,127), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (255,0,0), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (255,0,0), (255,0,0), (255,127,39), (255,0,0), (255,127,39), (255,127,39), (255,0,0), (255,127,39), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (127,127,127), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
 [(63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (63,72,204), (215,152,11), (34,177,76), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (195,195,195), (195,195,195), (195,195,195), (127,127,127), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (0,0,0), (0,0,0), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (0,0,0), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (127,127,127), (0,0,0), (34,177,76), (34,177,76), (34,177,76), (34,177,76), (34,177,76), ]
