[
 [(0,0,0), (0,0,0), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (0,0,0), (0,0,0), (0,0,0), ]
 [(0,0,0), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (0,0,0), (0,0,0), ]
 [(0,0,0), (255,255,255), (255,255,255), (255,238,211), (255,238,211), (255,238,211), (255,255,255), (255,255,255), (0,0,0), (0,0,0), ]
 [(0,0,0), (255,255,255), (0,255,0), (255,238,211), (255,238,211), (0,255,0), (255,255,255), (255,255,255), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (255,255,255), (255,238,211), (255,238,211), (255,238,211), (255,255,255), (255,255,255), (0,0,0), (0,0,0), ]
 [(128,21,137), (137,22,136), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (128,21,137), (137,22,136), (128,21,137), ]
 [(0,0,0), (128,21,137), (255,255,255), (255,255,255), (255,255,255), (255,255,255), (137,22,136), (128,21,137), (137,22,136), (0,0,0), ]
 [(0,0,0), (128,21,137), (137,22,136), (255,255,255), (255,255,255), (255,255,255), (137,22,136), (137,22,136), (137,22,136), (0,0,0), ]
 [(137,22,136), (137,22,136), (137,22,136), (128,21,137), (255,255,255), (137,22,136), (95,62,29), (137,22,136), (128,21,137), (128,21,137), ]
 [(137,22,136), (128,21,137), (0,0,0), (137,22,136), (255,255,255), (128,21,137), (95,62,29), (0,0,0), (137,22,136), (128,21,137), ]
 [(128,21,137), (0,0,0), (0,0,0), (0,255,0), (255,255,255), (0,255,0), (0,255,0), (0,0,0), (0,0,0), (137,22,136), ]
 [(128,21,137), (0,0,0), (137,22,136), (137,22,136), (255,255,255), (95,62,29), (128,21,137), (128,21,137), (0,0,0), (128,21,137), ]
 [(0,0,0), (0,0,0), (137,22,136), (128,21,137), (137,22,136), (95,62,29), (128,21,137), (137,22,136), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (137,22,136), (128,21,137), (137,22,136), (137,22,136), (137,22,136), (137,22,136), (0,0,0), (0,0,0), ]
 [(0,0,0), (137,22,136), (128,21,137), (137,22,136), (137,22,136), (128,21,137), (128,21,137), (137,22,136), (0,0,0), (0,0,0), ]
 [(0,0,0), (137,22,136), (137,22,136), (137,22,136), (0,0,0), (128,21,137), (128,21,137), (137,22,136), (0,0,0), (0,0,0), ]
 [(0,0,0), (128,21,137), (137,22,136), (0,0,0), (0,0,0), (0,0,0), (137,22,136), (128,21,137), (0,0,0), (0,0,0), ]
 [(0,0,0), (128,21,137), (137,22,136), (0,0,0), (0,0,0), (0,0,0), (128,21,137), (137,22,136), (0,0,0), (0,0,0), ]
 [(0,0,0), (137,22,136), (128,21,137), (0,0,0), (0,0,0), (0,0,0), (128,21,137), (137,22,136), (0,0,0), (0,0,0), ]
 [(128,21,137), (137,22,136), (137,22,136), (0,0,0), (0,0,0), (137,22,136), (128,21,137), (128,21,137), (0,0,0), (0,0,0), ]
]
