[
 [(0,0,0), (0,0,0), (190,131,30), (190,131,30), (190,131,30), (190,131,30), (190,131,30), (0,0,0), (0,0,0), (0,0,0), ]
 [(0,0,0), (190,131,30), (190,131,30), (190,131,30), (190,131,30), (190,131,30), (190,131,30), (190,131,30), (0,0,0), (0,0,0), ]
 [(0,0,0), (190,131,30), (190,131,30), (255,238,211), (255,238,211), (255,238,211), (190,131,30), (190,131,30), (0,0,0), (0,0,0), ]
 [(0,0,0), (190,131,30), (0,70,170), (255,238,211), (255,238,211), (0,70,170), (190,131,30), (190,131,30), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (190,131,30), (255,238,211), (255,238,211), (255,238,211), (190,131,30), (255,255,255), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (150,150,150), (95,62,29), (232,215,189), (232,215,189), (95,62,29), (89,147,43), (150,150,150), (150,150,150), ]
 [(0,0,0), (89,147,43), (89,147,43), (95,62,29), (255,238,211), (255,238,211), (95,62,29), (89,147,43), (89,147,43), (0,0,0), ]
 [(0,0,0), (89,147,43), (89,147,43), (95,62,29), (255,238,211), (95,62,29), (89,147,43), (89,147,43), (89,147,43), (0,0,0), ]
 [(89,147,43), (89,147,43), (89,147,43), (89,147,43), (95,62,29), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (89,147,43), ]
 [(59,35,0), (59,35,0), (0,0,0), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (0,0,0), (59,35,0), (59,35,0), ]
 [(59,35,0), (0,0,0), (0,0,0), (59,35,0), (59,35,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), (59,35,0), ]
 [(59,35,0), (0,0,0), (0,255,0), (59,35,0), (59,35,0), (89,147,43), (89,147,43), (0,255,0), (0,0,0), (59,35,0), ]
 [(0,0,0), (0,0,0), (89,147,43), (89,147,43), (59,35,0), (89,147,43), (89,147,43), (89,147,43), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (0,255,0), (0,0,0), ]
 [(0,0,0), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (89,147,43), (0,255,0), (0,0,0), ]
 [(0,0,0), (89,147,43), (89,147,43), (89,147,43), (0,0,0), (89,147,43), (89,147,43), (89,147,43), (0,0,0), (0,0,0), ]
 [(0,0,0), (59,35,0), (89,147,43), (0,0,0), (0,0,0), (0,0,0), (59,35,0), (89,147,43), (0,0,0), (0,0,0), ]
 [(0,0,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), (0,0,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), ]
 [(0,0,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), (0,0,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), ]
 [(59,35,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), (59,35,0), (59,35,0), (59,35,0), (0,0,0), (0,0,0), ]
]
