[
 [(0,0,0), (254,167,17), (156,111,65), (254,167,17), (156,111,65), (254,167,17), (156,111,65), (254,167,17), (0,0,0), (0,0,0), ]
 [(0,0,0), (254,167,17), (254,167,17), (0,255,0), (0,70,170), (255,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), ]
 [(0,0,0), (156,111,65), (156,111,65), (255,238,211), (255,238,211), (255,238,211), (156,111,65), (156,111,65), (0,0,0), (0,0,0), ]
 [(0,0,0), (156,111,65), (118,197,120), (255,238,211), (255,238,211), (118,197,120), (156,111,65), (156,111,65), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (156,111,65), (255,238,211), (255,238,211), (255,238,211), (156,111,65), (156,111,65), (0,0,0), (0,0,0), ]
 [(0,0,0), (0,0,0), (255,255,255), (255,0,0), (255,0,0), (254,167,17), (254,167,17), (255,255,255), (255,255,255), (0,0,0), ]
 [(0,0,0), (255,255,255), (255,0,0), (255,0,0), (254,167,17), (254,167,17), (254,167,17), (255,0,0), (255,255,255), (0,0,0), ]
 [(0,0,0), (255,0,0), (255,0,0), (255,0,0), (254,167,17), (254,167,17), (255,0,0), (255,0,0), (255,255,255), (0,0,0), ]
 [(255,0,0), (255,0,0), (255,0,0), (255,0,0), (254,167,17), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), ]
 [(255,0,0), (255,0,0), (255,255,255), (255,0,0), (254,167,17), (255,0,0), (255,0,0), (255,255,255), (255,0,0), (255,0,0), ]
 [(255,0,0), (255,255,255), (255,255,255), (255,0,0), (254,167,17), (255,0,0), (255,0,0), (255,255,255), (255,255,255), (255,0,0), ]
 [(255,0,0), (255,255,255), (255,0,0), (254,167,17), (254,167,17), (254,167,17), (254,167,17), (255,0,0), (255,255,255), (255,0,0), ]
 [(0,0,0), (255,255,255), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,255,255), (0,0,0), ]
 [(0,0,0), (255,255,255), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,255,255), (0,0,0), ]
 [(0,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (255,0,0), (0,255,0), (0,0,0), ]
 [(0,0,0), (255,0,0), (255,0,0), (255,0,0), (0,0,0), (255,0,0), (255,0,0), (255,0,0), (0,0,0), (0,0,0), ]
 [(0,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), (0,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), ]
 [(0,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), (0,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), ]
 [(0,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), (0,0,0), (254,167,17), (254,167,17), (0,0,0), (0,0,0), ]
 [(254,167,17), (254,167,17), (254,167,17), (0,0,0), (0,0,0), (254,167,17), (254,167,17), (254,167,17), (0,0,0), (0,0,0), ]
]
